name,email,date_of_birth,mobile_no,name_clean,failure_reason
Brianna Richards,Brianna_Richards@blevins.com,02-05-1967,784245,Brianna Richards,invalid_mobile
Shirley Garcia,Shirley_Garcia@byrd.com,1952-04-24,5999645,Shirley Garcia,invalid_mobile
James Byrd,James_Byrd@andersen-nguyen.net,22-02-1975,64951,James Byrd,invalid_mobile
Krista Mata,Krista_Mata@hernandez-glenn.biz,2005-12-12,715047,Krista Mata,invalid_mobile;below_18
Vernon Gomez,Vernon_Gomez@brown.net,29-11-2000,25171,Vernon Gomez,invalid_mobile
John Gilbert,John_Gilbert@williams.net,1963/03/27,65006,John Gilbert,invalid_mobile
Alicia Medina,Alicia_Medina@carrillo-may.com,05/04/1966,77576,Alicia Medina,invalid_mobile
Vanessa Campbell,Vanessa_Campbell@martinez.biz,01-01-1969,5662427,Vanessa Campbell,invalid_mobile
Pamela Berg,Pamela_Berg@robinson.com,2011-10-27,834261,Pamela Berg,invalid_mobile;below_18
Thomas Austin,Thomas_Austin@kline.com,27-10-1972,83171,Thomas Austin,invalid_mobile
Lindsey Powers,Lindsey_Powers@dixon.net,1976/12/27,33441,Lindsey Powers,invalid_mobile
Jacqueline Sawyer,Jacqueline_Sawyer@ruiz-marshall.com,24-04-1957,207027,Jacqueline Sawyer,invalid_mobile
Nancy Wilkins,Nancy_Wilkins@webster.biz,28-12-2013,439839,Nancy Wilkins,invalid_mobile;below_18
Shane White,Shane_White@mccoy.biz,04/21/1996,8925435,Shane White,invalid_mobile
Daniel Rivas,Daniel_Rivas@cain.net,2016/03/18,1239043,Daniel Rivas,invalid_mobile;below_18
Andrew Medina,Andrew_Medina@taylor-campbell.biz,23-04-2004,6951680,Andrew Medina,invalid_mobile;below_18
Donald Carson,Donald_Carson@robinson.com,01/17/1966,79831,Donald Carson,invalid_mobile
Jason Hamilton,Jason_Hamilton@lopez.net,2014/05/19,99086,Jason Hamilton,invalid_mobile;below_18
Mark Perez,Mark_Perez@mccall.com,1958-11-03,316719,Mark Perez,invalid_mobile
Christina Mann,Christina_Mann@watson.info,04/25/1953,1839 1991,Christina Mann,invalid_mobile
Matthew Miller,Matthew_Miller@jenkins-jackson.com,02/01/2006,220101,Matthew Miller,invalid_mobile;below_18
Nicholas Mccarthy,Nicholas_Mccarthy@williams.com,06-07-1963,9323910,Nicholas Mccarthy,invalid_mobile
John Barnett,John_Barnett@lewis.org,09/06/1973,713175,John Barnett,invalid_mobile
Paige Hudson,Paige_Hudson@harris-thomas.com,05-10-1974,29771,Paige Hudson,invalid_mobile
Dr. Edward Marshall MD,Edward_Marshall@estes-jensen.com,1977-11-24,47486,Edward Marshall,invalid_mobile
Gina Higgins,Gina_Higgins@boyer.com,1953/07/31,6852882,Gina Higgins,invalid_mobile
Linda Ellis,Linda_Ellis@gilbert.org,01/13/1958,41051,Linda Ellis,invalid_mobile
Daniel Wade,Daniel_Wade@taylor-bernard.org,2011/07/05,37401,Daniel Wade,invalid_mobile;below_18
Jessica Weiss,Jessica_Weiss@davidson.net,1972/02/06,565563,Jessica Weiss,invalid_mobile
Erik Aguilar,Erik_Aguilar@bates.com,1982/04/02,8425306,Erik Aguilar,invalid_mobile
Mr. Gregg Baker,Gregg_Baker@ho.info,03-09-2011,4201310,Gregg Baker,invalid_mobile;below_18
Bradley Compton,Bradley_Compton@west-lee.com,05/12/1988,1384293,Bradley Compton,invalid_mobile
Steve Mccall,Steve_Mccall@flores.com,20-07-1966,89186,Steve Mccall,invalid_mobile
Thomas Hull,Thomas_Hull@schmidt.com,12/19/2016,6123 5491,Thomas Hull,invalid_mobile;below_18
Carla Cunningham,Carla_Cunningham@barrett.com,12/12/1967,3770159,Carla Cunningham,invalid_mobile
Rachel Sullivan,Rachel_Sullivan@perkins.info,09/29/1982,5324222,Rachel Sullivan,invalid_mobile
Kayla Wright,Kayla_Wright@cook.com,24-02-2009,631197,Kayla Wright,invalid_mobile;below_18
Andrew Tanner,Andrew_Tanner@underwood.com,04/29/1995,309333,Andrew Tanner,invalid_mobile
Aaron Hansen,Aaron_Hansen@mckinney.com,01/28/1998,5163 9887,Aaron Hansen,invalid_mobile
Hunter Atkinson,Hunter_Atkinson@foster.com,05/22/1994,5743046,Hunter Atkinson,invalid_mobile
Richard Williams,Richard_Williams@vance-ramos.net,1982-05-03,14641,Richard Williams,invalid_mobile
Frank Martinez,Frank_Martinez@garcia-johnson.biz,26-08-2015,58076,Frank Martinez,invalid_mobile;below_18
Timothy Burns,Timothy_Burns@diaz.info,1967-07-03,2420132,Timothy Burns,invalid_mobile
Henry White DDS,Henry_White@daniels-lewis.com,2005/02/16,55186,Henry White,invalid_mobile;below_18
Amanda Mccoy,Amanda_Mccoy@hernandez.biz,1973/01/15,2033991,Amanda Mccoy,invalid_mobile
Pamela Cox,Pamela_Cox@oneill.com,05/21/1963,998991,Pamela Cox,invalid_mobile
Linda Ray,Linda_Ray@walters.net,10/22/1973,187113,Linda Ray,invalid_mobile
Stephen Reid,Stephen_Reid@howell.com,07-05-1997,958833,Stephen Reid,invalid_mobile
Kevin Landry,Kevin_Landry@miller-meyer.com,01/22/1999,6007009,Kevin Landry,invalid_mobile
Jamie Porter,Jamie_Porter@farmer-brown.com,1971/07/05,2761326,Jamie Porter,invalid_mobile
Mr. Ryan Rodriguez,Ryan_Rodriguez@green.com,10/16/2008,420789,Ryan Rodriguez,invalid_mobile;below_18
Brittany Bradley,Brittany_Bradley@green-allen.org,04/16/2005,3546383,Brittany Bradley,invalid_mobile;below_18
Amy Wallace,Amy_Wallace@martin-bolton.org,08/23/1973,738579,Amy Wallace,invalid_mobile
Timothy King,Timothy_King@johnson-smith.com,1953/10/01,669447,Timothy King,invalid_mobile
Charles Jennings,Charles_Jennings@cochran.net,07/14/1975,7091 3863,Charles Jennings,invalid_mobile
Jacqueline Briggs,Jacqueline_Briggs@howell-adams.info,1995/10/30,1979531,Jacqueline Briggs,invalid_mobile
Laurie Gonzales,Laurie_Gonzales@jones.net,26-07-1971,589965,Laurie Gonzales,invalid_mobile
Donald Molina,Donald_Molina@berry-duncan.net,09-10-2018,3528918,Donald Molina,invalid_mobile;below_18
Ricky Allen,Ricky_Allen@roberts-mendoza.com,06/19/1961,6143 3467,Ricky Allen,invalid_mobile
Catherine Rodriguez,Catherine_Rodriguez@owens-gibson.com,1993/07/24,840063,Catherine Rodriguez,invalid_mobile
Mr. Daniel Torres,Daniel_Torres@dunlap.biz,04/23/1981,9875846,Daniel Torres,invalid_mobile
David Shepherd,David_Shepherd@thompson.com,13-08-1953,8071239,David Shepherd,invalid_mobile
Jonathan Hansen,Jonathan_Hansen@wright.info,1977/08/29,28556,Jonathan Hansen,invalid_mobile
Tracey Hess,Tracey_Hess@thompson-moore.biz,08-11-1980,3512601,Tracey Hess,invalid_mobile
Victoria Walker,Victoria_Walker@jacobs.biz,1965-12-01,76041,Victoria Walker,invalid_mobile
John Gibbs,John_Gibbs@cox.biz,03/28/1980,73806,John Gibbs,invalid_mobile
Angela Torres,Angela_Torres@henry.com,31-07-2007,897705,Angela Torres,invalid_mobile;below_18
Harold Glover,Harold_Glover@manning.com,04-04-1965,33596,Harold Glover,invalid_mobile
Dawn Myers,Dawn_Myers@cross-thomas.com,1993/09/21,7755245,Dawn Myers,invalid_mobile
Ashley Spencer,Ashley_Spencer@anderson.com,01/26/1991,6855 5775,Ashley Spencer,invalid_mobile
Mary Walters,Mary_Walters@russell-garrett.info,1970/03/30,3803640,Mary Walters,invalid_mobile
Christina Davenport,Christina_Davenport@cox-williams.info,1954-10-10,668277,Christina Davenport,invalid_mobile
Brian Johnson,Brian_Johnson@benton.com,03/23/1977,680751,Brian Johnson,invalid_mobile
Crystal Contreras,Crystal_Contreras@ramirez.com,1995-02-18,318579,Crystal Contreras,invalid_mobile
Tanya Turner,Tanya_Turner@simpson-dennis.com,1989/08/13,52251,Tanya Turner,invalid_mobile
Katelyn Durham,Katelyn_Durham@mcneil.com,15-10-2010,2600732,Katelyn Durham,invalid_mobile;below_18
Nathaniel Wilson,Nathaniel_Wilson@fisher.org,16-12-1957,25386,Nathaniel Wilson,invalid_mobile
Joseph Long,Joseph_Long@mcguire-rodriguez.org,25-11-1981,83686,Joseph Long,invalid_mobile
Mallory Hall,Mallory_Hall@moore-mckinney.com,03/26/2006,35866,Mallory Hall,invalid_mobile;below_18
Bianca Chavez,Bianca_Chavez@brooks-hendrix.com,02-05-1985,633609,Bianca Chavez,invalid_mobile
Victoria Strickland,Victoria_Strickland@mccarthy-stewart.com,07/30/1953,3159 5971,Victoria Strickland,invalid_mobile
Scott Jackson,Scott_Jackson@johnston.biz,29-10-2013,216321,Scott Jackson,invalid_mobile;below_18
Patrick Smith,Patrick_Smith@molina.net,01/29/1972,7639 8335,Patrick Smith,invalid_mobile
Samuel West,Samuel_West@johnson-ryan.net,06/27/2002,5035 4899,Samuel West,invalid_mobile
Dr. Brian Baker,Brian_Baker@hodges-bowers.net,08/01/1957,1998340,Brian Baker,invalid_mobile
Joanna Fernandez,Joanna_Fernandez@garcia.biz,1960/08/03,95206,Joanna Fernandez,invalid_mobile
Jeffrey Berg,Jeffrey_Berg@tran.net,05/30/1970,28191,Jeffrey Berg,invalid_mobile
David Fuller,David_Fuller@holland.net,2011/08/06,786921,David Fuller,invalid_mobile;below_18
Laura Kramer,Laura_Kramer@white.net,1959-02-03,72611,Laura Kramer,invalid_mobile
Melinda Lambert,Melinda_Lambert@rogers.com,04-10-1951,833751,Melinda Lambert,invalid_mobile
Jill Thornton,Jill_Thornton@brown-carrillo.biz,1987/04/15,369021,Jill Thornton,invalid_mobile
Beth Kim,Beth_Kim@mckinney.com,1993/07/27,7678476,Beth Kim,invalid_mobile
Kelly Thomas,Kelly_Thomas@martin-aguilar.com,27-12-1998,4822833,Kelly Thomas,invalid_mobile
Teresa James,Teresa_James@white.com,2017-11-15,98296,Teresa James,invalid_mobile;below_18
Jasmine Johnson,Jasmine_Johnson@weaver.net,2007-11-14,38786455,Jasmine Johnson,below_18
Brian Wood,Brian_Wood@jones.com,2003/07/05,478965,Brian Wood,invalid_mobile
Deborah Estes,Deborah_Estes@foster-juarez.info,2016-11-09,5563776,Deborah Estes,invalid_mobile;below_18
Jeremy Knight,Jeremy_Knight@farrell.com,18-10-1985,36631,Jeremy Knight,invalid_mobile
Abigail Mccoy,Abigail_Mccoy@washington.com,12/24/2007,3983 9051,Abigail Mccoy,invalid_mobile;below_18
Chad Sellers,Chad_Sellers@mccoy.org,1974/01/03,201111,Chad Sellers,invalid_mobile
James Terry,James_Terry@valencia.info,2004-06-04,160731,James Terry,invalid_mobile;below_18
Rachael Watson,Rachael_Watson@miller-meyer.biz,02/02/2011,964347,Rachael Watson,invalid_mobile;below_18
Matthew Salazar,Matthew_Salazar@bernard.com,09/21/1956,7436157,Matthew Salazar,invalid_mobile
Christopher Small,Christopher_Small@miller.net,12-10-2016,4818122,Christopher Small,invalid_mobile;below_18
Noah Smith,Noah_Smith@waller.info,1995/12/01,925137,Noah Smith,invalid_mobile
Steven Mack,Steven_Mack@fisher.biz,2001-07-26,80966,Steven Mack,invalid_mobile
Casey Castillo,Casey_Castillo@clark.com,11/16/1958,75866,Casey Castillo,invalid_mobile
Karen Sutton,Karen_Sutton@lin-nguyen.com,12/22/1970,66336,Karen Sutton,invalid_mobile
John Martinez,John_Martinez@robinson.com,2012-05-02,57866,John Martinez,invalid_mobile;below_18
Michele Harrington,Michele_Harrington@dean.biz,1998/08/05,7182190,Michele Harrington,invalid_mobile
Cheyenne Brown,Cheyenne_Brown@lee.com,31-07-1993,7463751,Cheyenne Brown,invalid_mobile
David Turner,David_Turner@johnston-hernandez.com,1976/10/18,496491,David Turner,invalid_mobile
Brian Carter,Brian_Carter@brown.com,09/17/1975,2396584,Brian Carter,invalid_mobile
Anthony Carson,Anthony_Carson@mcintyre.com,05/04/1956,3663759,Anthony Carson,invalid_mobile
Janet Zavala,Janet_Zavala@chavez.com,1972-01-16,42521,Janet Zavala,invalid_mobile
Carla Cannon,Carla_Cannon@olson.com,1952-10-08,53351,Carla Cannon,invalid_mobile
Lacey Lopez,Lacey_Lopez@savage.org,1961-04-30,5649407,Lacey Lopez,invalid_mobile
Amy Copeland,Amy_Copeland@white.com,10/11/1989,535389,Amy Copeland,invalid_mobile
Kristin Jacobs,Kristin_Jacobs@gardner.com,1960/03/03,67891,Kristin Jacobs,invalid_mobile
Antonio Ferguson,Antonio_Ferguson@bailey.com,2008/07/10,8239470,Antonio Ferguson,invalid_mobile;below_18
Isabella Bush DDS,Isabella_Bush@reed.info,1964/10/31,9726109,Isabella Bush,invalid_mobile
Holly Mendoza,Holly_Mendoza@pratt.com,14-03-1980,226641,Holly Mendoza,invalid_mobile
Jordan Lopez,Jordan_Lopez@barnes-mathews.com,2006/12/20,413133,Jordan Lopez,invalid_mobile;below_18
Antonio Ryan,Antonio_Ryan@hall-herrera.com,09-09-2010,87921,Antonio Ryan,invalid_mobile;below_18
Raymond Ware,Raymond_Ware@walsh.com,08/15/2004,8263 2731,Raymond Ware,invalid_mobile;below_18
Alexander Stafford,Alexander_Stafford@farley.com,10-02-2006,82406,Alexander Stafford,invalid_mobile;below_18
Kristen Rice,Kristen_Rice@johnson.com,1955-08-25,78291,Kristen Rice,invalid_mobile
Joseph Moore,Joseph_Moore@mckenzie.com,1995/11/07,17051,Joseph Moore,invalid_mobile
Bryan Riley,Bryan_Riley@martin.biz,1959-10-03,3220449,Bryan Riley,invalid_mobile
Diana Flores,Diana_Flores@snow.com,29-03-1978,336339,Diana Flores,invalid_mobile
Kathryn Lawrence MD,Kathryn_Lawrence@miller-hoffman.com,2009-01-21,34701,Kathryn Lawrence,invalid_mobile;below_18
Deanna Smith,Deanna_Smith@cooke.com,04/16/1951,5039 5271,Deanna Smith,invalid_mobile
Nancy Miller,Nancy_Miller@hansen.info,1985-09-27,90626,Nancy Miller,invalid_mobile
David Horton,David_Horton@bullock-reyes.com,1974-02-16,421611,David Horton,invalid_mobile
Zachary Esparza,Zachary_Esparza@walton.com,1992/04/29,4635982,Zachary Esparza,invalid_mobile
Victoria Moreno,Victoria_Moreno@chen-nelson.com,01-07-1970,29941,Victoria Moreno,invalid_mobile
Douglas Skinner,Douglas_Skinner@ward.biz,1991/01/15,986439,Douglas Skinner,invalid_mobile
Timothy Spencer,Timothy_Spencer@morrison.net,06/23/1960,51646,Timothy Spencer,invalid_mobile
Daniel Oconnor,Daniel_Oconnor@tucker.org,16-12-2006,29838831,Daniel Oconnor,below_18
Ryan Fitzgerald,Ryan_Fitzgerald@whitaker-davis.com,1970/09/12,5849257,Ryan Fitzgerald,invalid_mobile
Natalie Martinez,Natalie_Martinez@martinez.com,2018/06/09,4714942,Natalie Martinez,invalid_mobile;below_18
Joyce Hayes,Joyce_Hayes@morris.biz,2006-09-06,43466,Joyce Hayes,invalid_mobile;below_18
Amber Morris,Amber_Morris@wong.com,07/23/1964,8998046,Amber Morris,invalid_mobile
Tiffany Jackson,Tiffany_Jackson@avery.biz,19-05-2004,2914570,Tiffany Jackson,invalid_mobile;below_18
Tiffany Vasquez,Tiffany_Vasquez@greene-smith.com,2005/05/17,799671,Tiffany Vasquez,invalid_mobile;below_18
John Douglas,John_Douglas@jensen.info,03/02/1999,2207 2627,John Douglas,invalid_mobile
William Reed,William_Reed@morales.org,16-02-1993,6807207,William Reed,invalid_mobile
Nicole James,Nicole_James@brown-mills.com,1991/01/07,844311,Nicole James,invalid_mobile
Mrs. Danielle Miller,Danielle_Miller@hughes.com,1967-02-12,97561,Danielle Miller,invalid_mobile
Sarah Miller,Sarah_Miller@may.com,1990-01-23,238173,Sarah Miller,invalid_mobile
John Morrison,John_Morrison@anderson-lucas.com,14-03-1955,51106,John Morrison,invalid_mobile
Daniel Smith,Daniel_Smith@harris.com,1988/11/10,279231,Daniel Smith,invalid_mobile
Kurt Butler,Kurt_Butler@taylor.net,06/21/1964,4339 4675,Kurt Butler,invalid_mobile
Derrick Campbell,Derrick_Campbell@webb.com,1985/01/10,2978858,Derrick Campbell,invalid_mobile
Jennifer Ibarra,Jennifer_Ibarra@ibarra-medina.com,1962/09/14,346227,Jennifer Ibarra,invalid_mobile
Timothy Black,Timothy_Black@robinson-williams.com,2008-09-07,17276,Timothy Black,invalid_mobile;below_18
Shawn Blanchard,Shawn_Blanchard@robinson.org,1991/06/27,67761,Shawn Blanchard,invalid_mobile
Brian Johnson,Brian_Johnson@rodriguez.biz,2006/12/14,669405,Brian Johnson,invalid_mobile;below_18
James White,James_White@moran-sullivan.com,1987-09-06,676143,James White,invalid_mobile
William Smith,William_Smith@woods-hicks.net,2007-03-14,52860751,William Smith,below_18
Mrs. Hannah Cummings,Hannah_Cummings@anderson-hansen.com,01/05/2008,1511896,Hannah Cummings,invalid_mobile;below_18
Philip Mills,Philip_Mills@riley.net,11/02/1963,4903634,Philip Mills,invalid_mobile
Emily Berry,Emily_Berry@anderson.com,11/20/2006,613125,Emily Berry,invalid_mobile;below_18
Casey Coffey,Casey_Coffey@west.com,2004-08-02,26436239,Casey Coffey,below_18
Regina Johnson,Regina_Johnson@hernandez.org,1953/05/14,9976058,Regina Johnson,invalid_mobile
Steven Waters,Steven_Waters@davis.com,04/20/2007,2539 7755,Steven Waters,invalid_mobile;below_18
Joshua Gonzalez,Joshua_Gonzalez@greene.com,1980/09/24,1884597,Joshua Gonzalez,invalid_mobile
Kimberly Green,Kimberly_Green@sanchez.com,10/09/2017,2367 6815,Kimberly Green,invalid_mobile;below_18
Linda Barajas,Linda_Barajas@ramirez.com,09-12-1985,93651,Linda Barajas,invalid_mobile
Amber Jensen,Amber_Jensen@reed.biz,2003-05-23,965115,Amber Jensen,invalid_mobile
Elizabeth Benitez,Elizabeth_Benitez@goodwin-sullivan.biz,1956/03/23,4224823,Elizabeth Benitez,invalid_mobile
Jonathan Hernandez,Jonathan_Hernandez@hood-abbott.com,1998/10/02,61501,Jonathan Hernandez,invalid_mobile
Benjamin Stevens,Benjamin_Stevens@walton-gamble.com,1999/11/12,838161,Benjamin Stevens,invalid_mobile
Isaac Roth,Isaac_Roth@thompson.com,01/02/1961,706593,Isaac Roth,invalid_mobile
Lauren Smith,Lauren_Smith@davis.info,01-08-1978,34446,Lauren Smith,invalid_mobile
Nicole Duffy MD,Nicole_Duffy@davenport-nelson.info,08-01-2009,18095111,Nicole Duffy,below_18
Emily Vega,Emily_Vega@butler.com,05/08/1996,887709,Emily Vega,invalid_mobile
Jesse Stone,Jesse_Stone@morales.com,09/08/2004,3149819,Jesse Stone,invalid_mobile;below_18
Jo Humphrey,Jo_Humphrey@ramos.com,10/31/1988,71786,Jo Humphrey,invalid_mobile
Nicholas Marquez,Nicholas_Marquez@good.info,03/21/1990,2188138,Nicholas Marquez,invalid_mobile
Brent Lloyd,Brent_Lloyd@lester-smith.com,1971-06-21,593355,Brent Lloyd,invalid_mobile
Jonathan Hill,Jonathan_Hill@butler-murphy.info,1950/12/14,184365,Jonathan Hill,invalid_mobile
Timothy Kelly,Timothy_Kelly@frye-brown.com,1977-04-20,68576,Timothy Kelly,invalid_mobile
Donna Martinez,Donna_Martinez@rich-cook.com,2001/12/10,343875,Donna Martinez,invalid_mobile
Tammy Miles,Tammy_Miles@allen.com,03/07/2014,40571,Tammy Miles,invalid_mobile;below_18
Stephen Fields,Stephen_Fields@wilson.com,1958-07-23,7179348,Stephen Fields,invalid_mobile
Paige Kemp,Paige_Kemp@green.org,03/31/1984,9431 6667,Paige Kemp,invalid_mobile
Hannah Myers,Hannah_Myers@schaefer.com,09-09-1950,17826,Hannah Myers,invalid_mobile
Tanya Garcia,Tanya_Garcia@vazquez.com,1978-12-09,35021,Tanya Garcia,invalid_mobile
Elizabeth Moody,Elizabeth_Moody@parker.org,2012/06/09,222735,Elizabeth Moody,invalid_mobile;below_18
Rebecca Santos,Rebecca_Santos@long.com,2003-04-30,8681023,Rebecca Santos,invalid_mobile
Tammy Williams,Tammy_Williams@greer.info,03-06-1963,1276297,Tammy Williams,invalid_mobile
Lauren Zimmerman DDS,Lauren_Zimmerman@chan.com,1997/06/28,325953,Lauren Zimmerman,invalid_mobile
Amy Reed,Amy_Reed@chung.com,2000-01-05,8444388,Amy Reed,invalid_mobile
Peter Holland,Peter_Holland@lopez-norris.com,09/27/1974,802413,Peter Holland,invalid_mobile
Stephen Martinez,Stephen_Martinez@schmidt.com,1993-12-20,39056,Stephen Martinez,invalid_mobile
Evan Martinez,Evan_Martinez@adkins-dennis.com,02/08/1989,548331,Evan Martinez,invalid_mobile
Stephanie Smith,Stephanie_Smith@oconnor.com,2017/05/30,634983,Stephanie Smith,invalid_mobile;below_18
Robert Schultz,Robert_Schultz@vance.com,05/30/2000,582441,Robert Schultz,invalid_mobile
Steven Price,Steven_Price@thompson-williams.com,1998/11/15,45636,Steven Price,invalid_mobile
William Park,William_Park@peterson.com,1960/09/14,755733,William Park,invalid_mobile
Cole Butler,Cole_Butler@campbell.info,25-12-2009,940509,Cole Butler,invalid_mobile;below_18
Jessica Prince,Jessica_Prince@rodriguez-hill.com,1995/12/27,596913,Jessica Prince,invalid_mobile
Brian Smith,Brian_Smith@martinez.com,1979-03-02,853017,Brian Smith,invalid_mobile
Mark Ortiz,Mark_Ortiz@costa-barker.info,2000/08/01,5881751,Mark Ortiz,invalid_mobile
Shane Garcia,Shane_Garcia@ingram-ford.com,12/23/2005,8043 5507,Shane Garcia,invalid_mobile;below_18
Tammy Lowe,Tammy_Lowe@hart.info,05-02-2011,43251,Tammy Lowe,invalid_mobile;below_18
Bonnie Parsons,Bonnie_Parsons@elliott.info,1999-11-27,887463,Bonnie Parsons,invalid_mobile
Diane Lee,Diane_Lee@mills-robinson.org,07/14/1988,968625,Diane Lee,invalid_mobile
Destiny Thompson,Destiny_Thompson@wood.com,06/30/2008,419979,Destiny Thompson,invalid_mobile;below_18
Carol Johnston,Carol_Johnston@anderson-brown.com,01/19/1968,6968634,Carol Johnston,invalid_mobile
Catherine Cline,Catherine_Cline@smith.net,04/30/2006,919797,Catherine Cline,invalid_mobile;below_18
Whitney Russell,Whitney_Russell@ellis.com,1958-02-13,1790769,Whitney Russell,invalid_mobile
Joseph Brown,Joseph_Brown@park.biz,1991-04-11,237615,Joseph Brown,invalid_mobile
Andrea Cherry,Andrea_Cherry@miller-roberts.com,1957/02/04,44891,Andrea Cherry,invalid_mobile
Ronnie James,Ronnie_James@dalton-williams.org,04/22/2017,766785,Ronnie James,invalid_mobile;below_18
Jesse Wagner,Jesse_Wagner@miller-nguyen.biz,08/16/1966,999171,Jesse Wagner,invalid_mobile
Jennifer Johnson,Jennifer_Johnson@soto.com,12/30/1979,4868354,Jennifer Johnson,invalid_mobile
Amy Collins,Amy_Collins@lindsey-farrell.com,11/09/1964,47251,Amy Collins,invalid_mobile
Nathaniel Curtis,Nathaniel_Curtis@brooks.org,1968-12-05,59686,Nathaniel Curtis,invalid_mobile
Daniel Gonzalez,Daniel_Gonzalez@rogers.org,10-01-2006,1447412,Daniel Gonzalez,invalid_mobile;below_18
Patricia Gomez,Patricia_Gomez@chan.com,11-06-2002,208857,Patricia Gomez,invalid_mobile
Christopher Douglas,Christopher_Douglas@rodriguez-santos.com,1955-12-21,83776,Christopher Douglas,invalid_mobile
Thomas Glover,Thomas_Glover@kane.biz,08/14/1967,4143 3683,Thomas Glover,invalid_mobile
Ryan Fischer,Ryan_Fischer@smith.biz,08/12/1977,4815 1867,Ryan Fischer,invalid_mobile
Briana Turner,Briana_Turner@bailey.com,28-04-1981,87921,Briana Turner,invalid_mobile
Patrick Williams,Patrick_Williams@hill.com,02/28/2010,565971,Patrick Williams,invalid_mobile;below_18
Kathryn Morris,Kathryn_Morris@martin-diaz.biz,06/05/1966,1219 8603,Kathryn Morris,invalid_mobile
Jonathan Henry,Jonathan_Henry@mccoy.info,02/27/1981,6011 3947,Jonathan Henry,invalid_mobile
Jonathan Navarro,Jonathan_Navarro@keller.com,04/23/1961,85746,Jonathan Navarro,invalid_mobile
Steven Ryan,Steven_Ryan@miller-williams.biz,1995-01-15,3604994,Steven Ryan,invalid_mobile
Matthew Rodriguez,Matthew_Rodriguez@smith.info,05-07-2005,463443,Matthew Rodriguez,invalid_mobile;below_18
Laurie Stewart,Laurie_Stewart@marquez.com,1981-01-30,32491,Laurie Stewart,invalid_mobile
Joseph Ramirez,Joseph_Ramirez@garcia.com,1955/05/10,84221,Joseph Ramirez,invalid_mobile
Eric Harris,Eric_Harris@brown.info,10-09-1950,2320578,Eric Harris,invalid_mobile
Amy Townsend,Amy_Townsend@wright.com,2015-07-15,948999,Amy Townsend,invalid_mobile;below_18
Jeffrey Gutierrez,Jeffrey_Gutierrez@fleming.com,02/06/1961,485013,Jeffrey Gutierrez,invalid_mobile
Kenneth Zimmerman,Kenneth_Zimmerman@cruz-bowman.com,1968/10/18,46616,Kenneth Zimmerman,invalid_mobile
Jonathan Guerrero,Jonathan_Guerrero@paul.com,07-04-1984,176811,Jonathan Guerrero,invalid_mobile
James Thomas,James_Thomas@munoz.net,1982-01-28,7823775,James Thomas,invalid_mobile
James Bradshaw,James_Bradshaw@brewer.com,2009/11/29,34761231,James Bradshaw,below_18
Edgar Moreno,Edgar_Moreno@patel.com,05/13/1964,689517,Edgar Moreno,invalid_mobile
Margaret Roberts,Margaret_Roberts@rojas-green.org,27-12-1994,2508045,Margaret Roberts,invalid_mobile
Mary Gonzales,Mary_Gonzales@weber-day.org,1962-11-19,872655,Mary Gonzales,invalid_mobile
Deborah Ortiz,Deborah_Ortiz@phelps-sanchez.com,1966-05-17,23241,Deborah Ortiz,invalid_mobile
Jesse Thomas,Jesse_Thomas@floyd-warner.info,11/14/1956,9809451,Jesse Thomas,invalid_mobile
Taylor Torres,Taylor_Torres@romero.com,2006-05-08,875451,Taylor Torres,invalid_mobile;below_18
Jennifer Sampson,Jennifer_Sampson@west-rodriguez.com,1968-07-23,6685330,Jennifer Sampson,invalid_mobile
Jennifer Shaffer,Jennifer_Shaffer@palmer.org,04/15/1976,30986,Jennifer Shaffer,invalid_mobile
Melanie Griffith,Melanie_Griffith@black-reyes.org,11/02/1997,167535,Melanie Griffith,invalid_mobile
Michelle May,Michelle_May@wells-walker.com,23-07-1975,69466,Michelle May,invalid_mobile
Alexandra Shelton,Alexandra_Shelton@jackson-gomez.com,13-02-1987,8728861,Alexandra Shelton,invalid_mobile
Carl Gonzalez,Carl_Gonzalez@zamora.org,25-11-1950,165939,Carl Gonzalez,invalid_mobile
Chad Kelly,Chad_Kelly@sherman.com,09/21/1970,634155,Chad Kelly,invalid_mobile
Jacob White,Jacob_White@melton.com,2004-12-16,939267,Jacob White,invalid_mobile;below_18
Tony Howard,Tony_Howard@gutierrez.org,02/11/1953,6299 3627,Tony Howard,invalid_mobile
Randy Franklin,Randy_Franklin@hamilton.com,22-02-1952,6321491,Randy Franklin,invalid_mobile
Taylor Davidson,Taylor_Davidson@williams.net,1979-11-09,9689611,Taylor Davidson,invalid_mobile
Daniel Martinez,Daniel_Martinez@sullivan.com,1993/12/01,85401,Daniel Martinez,invalid_mobile
Theresa Potter,Theresa_Potter@valdez.com,02/12/1958,98186,Theresa Potter,invalid_mobile
William Kerr,William_Kerr@meyer.net,1991-01-24,63111,William Kerr,invalid_mobile
Erin Anderson,Erin_Anderson@middleton.com,1972/09/02,300921,Erin Anderson,invalid_mobile
Carlos Sawyer,Carlos_Sawyer@villa-watkins.com,07-04-1953,621855,Carlos Sawyer,invalid_mobile
Steven Reyes,Steven_Reyes@wolfe.net,1979-10-24,900693,Steven Reyes,invalid_mobile
Robert Johnson,Robert_Johnson@thomas-boyd.com,20-09-1964,5540753,Robert Johnson,invalid_mobile
